iter	Logloss
180	0.6814985226
181	0.6814857056
182	0.6814733652
183	0.6814595949
184	0.6814470957
185	0.6814374565
186	0.6814249572
187	0.6814145236
188	0.6814005414
189	0.6813880952
190	0.6813787737
191	0.6813667512
192	0.6813575356
193	0.6813447716
194	0.6813345498
195	0.6813235865
196	0.6813119876
197	0.6813011303
198	0.6812908555
199	0.6812784622
200	0.6812658571
201	0.681257436
202	0.6812480616
203	0.6812355094
204	0.6812235928
205	0.681210458
206	0.6811979058
207	0.6811868896
208	0.6811761911
209	0.6811622089
210	0.6811518282
211	0.6811396997
212	0.6811296897
213	0.6811186205
214	0.6811083457
215	0.6810933573
216	0.6810821821
217	0.6810737611
218	0.6810633803
219	0.6810522582
220	0.6810432015
221	0.6810324501
222	0.681021116
223	0.6810075046
224	0.6809965943
225	0.6809858428
226	0.6809746147
227	0.6809612681
228	0.6809474448
229	0.6809363226
230	0.6809277427
231	0.6809179975
232	0.6809069813
233	0.6808981894
234	0.6808861669
235	0.6808780636
236	0.6808693247
237	0.6808567196
238	0.6808442733
239	0.6808357993
240	0.6808245712
241	0.6808131842
242	0.6808033331
243	0.6807918402
244	0.6807800295
245	0.6807694899
246	0.6807586325
247	0.6807469807
248	0.6807339519
249	0.68072087
250	0.6807106482
251	0.6806971427
252	0.6806876094
253	0.6806777054
254	0.6806666362
255	0.680656838
256	0.680646934
257	0.6806347526
258	0.6806267022
259	0.6806157919
260	0.6806064704
261	0.6805937064
262	0.6805825842
263	0.680572998
264	0.6805612932
265	0.6805527662
266	0.6805412733
267	0.6805315811
268	0.6805240074
269	0.6805114552
270	0.6805008097
271	0.680493289
272	0.6804816901
273	0.6804695087
274	0.6804589161
275	0.6804473702
276	0.6804378369
277	0.6804316403
278	0.6804214185
279	0.6804098196
280	0.6803997567
281	0.6803932423
282	0.6803838149
283	0.6803745994
284	0.6803667609
285	0.6803588694
286	0.6803480121
287	0.6803396969
288	0.680331011
289	0.680321107
290	0.6803100907
291	0.6802995511
292	0.6802873167
293	0.6802766182
294	0.680265549
295	0.6802539502
296	0.6802452643
297	0.6802341421
298	0.6802213781
299	0.680208614
300	0.6801968033
301	0.6801870052
302	0.6801775249
303	0.6801649197
304	0.6801572931
305	0.6801447939
306	0.6801357902
307	0.6801262039
308	0.6801158762
309	0.680100517
310	0.6800904011
311	0.6800783786
312	0.6800640256
313	0.6800545453
314	0.6800433172
315	0.6800314535
316	0.6800238799
317	0.6800149291
318	0.680005184
319	0.6799971337
320	0.6799896129
321	0.6799759485
322	0.6799629197
323	0.6799532275
324	0.6799431116
325	0.6799349024
326	0.6799224032
327	0.6799133995
328	0.6799052432
329	0.6798936444
330	0.6798847996
331	0.6798778615
332	0.6798674808
333	0.6798608604
334	0.6798505327
335	0.6798411053
336	0.6798324194
337	0.6798202909
338	0.6798121347
339	0.6798041373
340	0.679794604
341	0.6797841703
342	0.6797735248
343	0.6797620319
344	0.6797511215
345	0.6797402642
346	0.6797306779
347	0.6797204561
348	0.6797115583
349	0.6797015484
350	0.6796907969
351	0.6796805222
352	0.6796728426
353	0.679663733
354	0.6796535111
355	0.6796446664
356	0.6796346034
357	0.6796237461
358	0.6796150602
359	0.6796062154
360	0.6795937691
361	0.6795915976
362	0.6795802106
363	0.679569724
364	0.6795615148
365	0.6795517167
366	0.6795409123
367	0.6795304786
368	0.679524282
369	0.679514272
370	0.6795017198
371	0.6794944639
372	0.6794856721
373	0.6794776217
374	0.6794725373
375	0.6794641692
376	0.6794547418
377	0.6794420837
378	0.6794347219
379	0.6794269893
380	0.6794170853
381	0.679410412
382	0.6793963768
383	0.6793852547
384	0.6793732321
385	0.6793621099
386	0.6793502992
387	0.6793398656
388	0.6793295908
389	0.6793222819
390	0.6793134371
391	0.6793047512
392	0.6792953768
393	0.6792852609
394	0.6792787995
395	0.6792687895
396	0.6792602625
397	0.6792532184
398	0.6792401366
399	0.6792289085
400	0.6792160915
401	0.6792080412
402	0.6792004146
403	0.6791877035
404	0.6791843668
405	0.6791737743
406	0.6791623873
407	0.6791516888
408	0.6791409373
409	0.6791284381
410	0.6791181104
411	0.6791077297
412	0.679100156
413	0.6790926353
414	0.6790835257
415	0.6790719268
416	0.679061811
417	0.6790527014
418	0.6790439095
419	0.6790363359
420	0.6790246311
421	0.6790127674
422	0.6790018571
423	0.6789915293
424	0.6789790301
425	0.6789676431
426	0.6789585865
427	0.6789473584
428	0.6789370306
429	0.6789254318
430	0.6789175933
431	0.6789138329
432	0.6789046174
433	0.6788925419
434	0.6788832734
435	0.678875276
436	0.6788646305
437	0.6788555209
438	0.6788477884
439	0.6788394732
440	0.6788303106
441	0.6788201418
442	0.6788109792
443	0.6788029289
444	0.6787938722
445	0.6787827501
446	0.6787736934
447	0.6787632598
448	0.6787530909
449	0.6787457291
450	0.6787385791
451	0.6787293106
452	0.6787220547
453	0.6787103499
454	0.6787013463
455	0.6786920778
456	0.678683233
457	0.678673329
458	0.678661942
459	0.6786525676
460	0.6786454176
461	0.6786372613
462	0.678627781
463	0.6786194129
464	0.6786061192
465	0.6785987044
466	0.6785904422
467	0.6785817034
468	0.6785709519
469	0.6785616834
470	0.6785529446
471	0.6785416635
472	0.678532395
473	0.6785213787
474	0.678511051
475	0.6785032125
476	0.6784948974
477	0.67848118
478	0.6784754071
479	0.678464126
480	0.6784570819
481	0.6784464894
482	0.6784369561
483	0.678429912
484	0.6784226561
485	0.6784139702
486	0.6784038543
487	0.6783950625
488	0.678387224
489	0.6783779555
490	0.678370223
491	0.6783613252
492	0.6783518449
493	0.6783419938
494	0.6783324075
495	0.6783224505
496	0.6783120169
497	0.6783045491
498	0.6782951217
499	0.6782827814
500	0.6782710237
501	0.6782603252
502	0.6782525926
503	0.6782418412
504	0.6782334731
505	0.6782223509
506	0.6782127646
507	0.6782051909
508	0.6781949691
509	0.6781853299
510	0.6781753199
511	0.6781640389
512	0.6781548233
513	0.6781416356
514	0.6781294542
515	0.6781171138
516	0.6781042968
517	0.6780936513
518	0.6780838532
519	0.6780751144
520	0.6780660048
521	0.6780553063
522	0.6780461967
523	0.6780352334
524	0.678027183
525	0.6780195564
526	0.6780112412
527	0.6780018668
528	0.6779927572
529	0.6779847599
530	0.6779738495
531	0.6779608207
532	0.6779541474
533	0.6779473681
534	0.6779392119
535	0.6779280897
536	0.6779183445
537	0.6779066398
538	0.6778968416
539	0.6778884206
540	0.6778786224
541	0.6778733262
542	0.6778648521
543	0.6778541007
544	0.6778425548
545	0.6778324389
546	0.6778231174
547	0.6778132664
548	0.6778055868
549	0.6777955768
550	0.6777903865
551	0.6777819654
552	0.6777743917
553	0.6777643288
554	0.6777565962
555	0.6777462155
556	0.6777407074
557	0.6777302737
558	0.6777231767
559	0.6777144378
560	0.6777065993
561	0.6776975957
562	0.6776881683
563	0.6776775228
564	0.6776680954
565	0.677660151
566	0.6776521536
567	0.6776433088
568	0.677637324
569	0.6776267844
570	0.6776194756
571	0.677610313
572	0.6775968605
573	0.6775862149
574	0.677571862
575	0.6775631761
576	0.6775511006
577	0.6775423618
578	0.6775329344
579	0.6775236659
580	0.6775152978
581	0.6775052348
582	0.6774944834
583	0.6774853208
584	0.6774753638
585	0.6774686376
586	0.677458098
587	0.6774485647
588	0.6774401436
589	0.6774316166
590	0.6774240959
591	0.6774171577
592	0.6774076244
593	0.6774008452
594	0.6773913119
595	0.6773818316
596	0.6773703386
597	0.6773629239
598	0.6773518546
599	0.6773410502
600	0.6773320995
601	0.6773210303
602	0.6773104377
603	0.6773024933
604	0.6772953963
605	0.6772877167
606	0.677277283
607	0.6772711923
608	0.6772601761
609	0.6772509076
610	0.6772422746
611	0.6772299873
612	0.6772226254
613	0.6772120859
614	0.6772038766
615	0.67719196
616	0.67718195
617	0.6771745352
618	0.677164896
619	0.6771515494
620	0.6771403213
621	0.6771282987
622	0.6771188184
623	0.6771094969
624	0.6771003873
625	0.6770941377
626	0.677085293
627	0.6770787256
628	0.6770713108
629	0.6770574345
630	0.6770479542
631	0.6770423931
632	0.6770353491
633	0.6770217906
634	0.677012628
635	0.6770039421
636	0.6769953622
637	0.6769838163
638	0.6769779904
639	0.6769664445
640	0.6769591356
641	0.6769508734
642	0.6769403868
643	0.6769308005
644	0.6769208965
645	0.6769108865
646	0.6769032069
647	0.6768943621
648	0.6768866825
649	0.6768734948
650	0.6768638556
651	0.6768564408
652	0.6768477549
653	0.6768396516
654	0.6768314953
655	0.6768193668
656	0.6768099395
657	0.6768010947
658	0.6767893369
659	0.6767815514
660	0.6767742955
661	0.6767630674
662	0.6767555996
663	0.6767474434
664	0.6767393401
665	0.6767312368
666	0.6767207501
667	0.6767120113
668	0.6767029546
669	0.6766931565
670	0.676686801
671	0.6766803395
672	0.6766713888
673	0.6766621203
674	0.6766515807
675	0.6766427889
676	0.6766318256
677	0.6766238812
678	0.6766173138
679	0.6766073039
680	0.6765977176
681	0.6765875487
682	0.676578598
683	0.6765675818
684	0.6765570422
685	0.6765497863
686	0.6765412063
687	0.6765313552
688	0.6765242053
689	0.6765154134
690	0.6765064098
691	0.6764980416
692	0.6764890909
693	0.6764799284
694	0.6764687532
695	0.6764609677
696	0.6764515403
697	0.6764442315
698	0.6764361811
699	0.6764275482
700	0.6764165849
701	0.6764044035
702	0.6763969357
703	0.6763878261
704	0.6763805172
705	0.6763705073
706	0.676360974
707	0.6763504344
708	0.6763397359
709	0.6763307322
710	0.6763243237
711	0.6763169619
712	0.6763072168
713	0.6763028738
714	0.6762934464
715	0.6762814768
716	0.6762757039
717	0.676265588
718	0.6762549954
719	0.6762464684
720	0.6762349226
721	0.6762253363
722	0.6762166504
723	0.6762079645
724	0.6762008145
725	0.6761929231
726	0.6761832309
727	0.676177352
728	0.6761664417
729	0.6761564847
730	0.6761438266
731	0.6761331811
732	0.6761233829
733	0.67611332
734	0.6761072823
735	0.6760973253
736	0.6760882686
737	0.6760807479
738	0.6760725387
739	0.6760657594
740	0.6760566498
741	0.6760460043
742	0.6760358884
743	0.6760275733
744	0.6760181459
745	0.6760097248
746	0.6760016745
747	0.6759921941
748	0.6759821842
749	0.6759743457
750	0.675966772
751	0.6759626939
752	0.6759523661
753	0.6759431506
754	0.6759327699
755	0.6759217007
756	0.6759135444
757	0.6759060767
758	0.6758964904
759	0.6758908763
760	0.6758821904
761	0.6758711212
762	0.6758608464
763	0.6758517368
764	0.6758411972
765	0.6758321406
766	0.6758247788
767	0.6758104788
768	0.675801687
769	0.6757955433
770	0.6757859041
771	0.6757764767
772	0.6757678968
773	0.6757582046
774	0.6757487772
775	0.6757399854
776	0.675731988
777	0.675722084
778	0.6757139806
779	0.6757040766
780	0.6756952848
781	0.6756848511
782	0.6756781248
783	0.6756680619
784	0.6756612827
785	0.6756524379
786	0.6756424809
787	0.6756341657
788	0.6756261154
789	0.6756162643
790	0.6756072606
791	0.6756000577
792	0.6755917426
793	0.6755833215
794	0.6755760656
795	0.6755700278
796	0.6755616597
797	0.6755531327
798	0.6755432816
799	0.6755359727
800	0.6755264394
801	0.6755145228
802	0.6755056251
803	0.6754951384
804	0.6754866644
805	0.6754784552
806	0.6754704578
807	0.6754621956
808	0.6754577467
809	0.6754480016
810	0.6754376738
811	0.6754289879
812	0.6754219439
813	0.6754153765
814	0.6754054725
815	0.6753983225
816	0.6753900603
817	0.6753798914
818	0.6753716822
819	0.6753636848
820	0.6753542574
821	0.6753439827
822	0.6753357734
823	0.6753266638
824	0.6753176072
825	0.6753086035
826	0.675299335
827	0.6752899077
828	0.6752826518
829	0.6752732774
830	0.6752623141
831	0.67525384
832	0.67524812
833	0.6752387456
834	0.6752309601
835	0.6752219035
836	0.6752131646
837	0.6752058557
838	0.6751938332
839	0.6751837703
840	0.6751726481
841	0.6751668751
842	0.6751603077
843	0.6751519926
844	0.6751451074
845	0.675138646
846	0.6751312841
847	0.6751219627
848	0.6751123235
849	0.6751032668
850	0.6750938395
851	0.6750829291
852	0.6750756203
853	0.6750679407
854	0.6750579307
855	0.6750481855
856	0.6750400293
857	0.6750322437
858	0.6750231341
859	0.6750168316
860	0.6750080398
861	0.6749990361
862	0.6749904561
863	0.6749829354
864	0.6749738258
865	0.6749652458
866	0.6749592081
867	0.6749505222
868	0.674945014
869	0.6749371226
870	0.6749243056
871	0.6749191682
872	0.6749127597
873	0.6749051331
874	0.6748961294
875	0.6748864372
876	0.6748762154
877	0.6748684299
878	0.674862498
879	0.6748529118
880	0.6748447555
881	0.6748364403
882	0.6748287607
883	0.6748218756
884	0.6748125012
885	0.6748059338
886	0.674798519
887	0.6747910512
888	0.6747826302
889	0.6747750565
890	0.6747702369
891	0.6747585321
892	0.6747489458
893	0.6747412133
894	0.6747323155
895	0.6747240004
896	0.6747156322
897	0.6747078467
898	0.6746999023
899	0.674693176
900	0.6746834309
901	0.6746733679
902	0.6746644702
903	0.6746563669
904	0.674649111
905	0.6746407958
906	0.6746323747
907	0.6746255955
908	0.6746160093
909	0.6746059463
910	0.6745972075
911	0.6745883627
912	0.6745806831
913	0.674572315
914	0.674563735
915	0.6745526128
916	0.6745456747
917	0.6745361414
918	0.6745272966
919	0.6745200937
920	0.6745119903
921	0.6745073296
922	0.6744993322
923	0.6744894812
924	0.6744821193
925	0.6744732216
926	0.6744631587
927	0.6744546846
928	0.6744464754
929	0.6744374717
930	0.6744311691
931	0.674424284
932	0.6744146977
933	0.6744063826
934	0.6744006626
935	0.6743909704
936	0.6743809075
937	0.674371586
938	0.6743623175
939	0.6743540024
940	0.6743433569
941	0.6743340884
942	0.6743270443
943	0.6743195766
944	0.6743144392
945	0.6743054885
946	0.6742964848
947	0.6742897585
948	0.6742800134
949	0.6742715923
950	0.6742625357
951	0.6742536379
952	0.6742445283
953	0.6742345713
954	0.6742271036
955	0.6742183647
956	0.6742139688
957	0.6742041177
958	0.674195114
959	0.6741862693
960	0.6741791193
961	0.6741686326
962	0.6741593642
963	0.6741514197
964	0.6741445875
965	0.6741386557
966	0.674128222
967	0.6741187947
968	0.6741113799
969	0.6741019525
970	0.6740933725
971	0.6740834155
972	0.6740746767
973	0.6740677915
974	0.6740597412
975	0.6740519027
976	0.6740438523
977	0.674035749
978	0.6740292876
979	0.6740217669
980	0.6740123395
981	0.6740026473
982	0.6739955503
983	0.6739870762
984	0.6739765366
985	0.6739675859
986	0.6739589
987	0.6739508497
988	0.6739455005
989	0.6739368675
990	0.6739299294
991	0.6739209787
992	0.673912028
993	0.673902071
994	0.673890684
995	0.6738825277
996	0.6738723589
997	0.6738620841
998	0.6738545634
999	0.6738455597
1000	0.6738356027
1001	0.673830889
1002	0.6738228387
1003	0.6738157946
1004	0.6738078502
1005	0.6738012298
1006	0.6737921732
1007	0.6737843877
1008	0.6737758077
1009	0.6737680751
1010	0.6737593363
1011	0.6737518685
1012	0.67374403
1013	0.6737358738
1014	0.6737258638
1015	0.6737163305
1016	0.673708545
1017	0.6736983232
1018	0.673690008
1019	0.6736820106
1020	0.6736735895
1021	0.6736645859
1022	0.6736563237
1023	0.6736511333
1024	0.6736422885
1025	0.6736350326
1026	0.6736276708
1027	0.6736209445
1028	0.6736120468
1029	0.673603202
1030	0.673594675
1031	0.6735868365
1032	0.6735795276
1033	0.673571901
1034	0.6735671343
1035	0.6735589781
1036	0.6735522518
1037	0.6735442015
1038	0.6735344563
1039	0.6735257175
1040	0.6735162901
1041	0.6735089812
1042	0.6735008249
1043	0.6734967468
1044	0.6734877961
1045	0.6734787395
1046	0.6734719602
1047	0.6734655517
1048	0.6734573955
1049	0.6734505633
1050	0.67344246
1051	0.6734325559
1052	0.6734246115
1053	0.6734158197
1054	0.673408246
1055	0.673398289
1056	0.6733905035
1057	0.6733857368
1058	0.673378375
1059	0.6733708543
1060	0.6733616388
1061	0.6733538003
1062	0.6733459618
1063	0.6733391296
1064	0.6733317148
1065	0.673322817
1066	0.6733160378
1067	0.6733080934
1068	0.6732984012
1069	0.6732886031
1070	0.6732798113
1071	0.6732734028
1072	0.6732667295
1073	0.6732570373
1074	0.6732476629
1075	0.6732414133
1076	0.6732328862
1077	0.6732233
1078	0.6732165737
1079	0.6732078348
1080	0.6731992549
1081	0.6731931642
1082	0.6731856434
1083	0.6731765338
1084	0.6731667357
1085	0.6731613335
1086	0.6731555606
1087	0.6731470865
1088	0.6731405192
1089	0.6731335281
1090	0.673125054
1091	0.6731163152
1092	0.6731077882
1093	0.6730986256
1094	0.6730902045
1095	0.6730810949
1096	0.6730732564
1097	0.673066689
1098	0.6730607042
1099	0.6730532365
1100	0.6730456628
1101	0.6730359706
1102	0.6730294032
1103	0.6730245307
1104	0.67301415
1105	0.6730068941
1106	0.6729979963
1107	0.6729889926
1108	0.6729809423
1109	0.6729726801
1110	0.6729618227
1111	0.6729552553
1112	0.6729468343
1113	0.6729394195
1114	0.6729304158
1115	0.6729222595
1116	0.6729138914
1117	0.6729046229
1118	0.6728951956
1119	0.6728878867
1120	0.6728795186
1121	0.6728749638
1122	0.6728659071
1123	0.6728573801
1124	0.6728499653
1125	0.6728422857
1126	0.6728323287
1127	0.6728243843
1128	0.672814904
1129	0.6728061122
1130	0.6727995448
1131	0.6727923418
1132	0.672785033
1133	0.6727774593
1134	0.6727698856
1135	0.6727651719
1136	0.6727561683
1137	0.6727491772
1138	0.6727421861
1139	0.672735195
1140	0.6727275154
1141	0.6727170288
1142	0.672709561
1143	0.6727022521
1144	0.6726931955
1145	0.6726880052
1146	0.6726794252
1147	0.6726695741
1148	0.6726611001
1149	0.6726508783
1150	0.6726418216
1151	0.6726344598
1152	0.6726266213
1153	0.6726200539
1154	0.6726121095
1155	0.6726049066
1156	0.672601464
1157	0.6725934136
1158	0.672585734
1159	0.6725779485
1160	0.672570163
1161	0.672561636
1162	0.6725543801
1163	0.672545959
1164	0.6725380146
1165	0.6725294346
1166	0.6725229202
1167	0.6725170413
1168	0.6725087791
1169	0.6724997754
1170	0.6724913014
1171	0.6724813974
1172	0.6724742474
1173	0.6724682096
1174	0.6724599474
1175	0.6724529563
1176	0.6724450119
1177	0.672436432
1178	0.6724271105
1179	0.6724187424
1180	0.6724116983
1181	0.6724077791
1182	0.6723987225
1183	0.6723925258
1184	0.6723819862
1185	0.6723746774
1186	0.6723701226
1187	0.6723631844
1188	0.6723548693
1189	0.6723474015
1190	0.6723384508
1191	0.6723304534
1192	0.672321132
1193	0.6723131876
1194	0.6723070968
1195	0.6723003176
1196	0.6722921084
1197	0.6722836873
1198	0.6722758488
1199	0.6722697051
1200	0.6722620785
1201	0.6722551933
1202	0.6722470371
1203	0.6722393574
1204	0.6722332667
1205	0.6722241042
1206	0.6722152064
1207	0.6722055672
1208	0.672198735
1209	0.6721933328
1210	0.6721846999
1211	0.6721761729
1212	0.6721662688
1213	0.6721598074
1214	0.6721512803
1215	0.6721441304
1216	0.6721367685
1217	0.672130466
1218	0.6721225745
1219	0.6721164838
1220	0.6721082746
1221	0.6721000124
1222	0.6720915913
1223	0.6720829054
1224	0.6720757025
1225	0.6720661692
1226	0.672059284
1227	0.6720528755
1228	0.6720428655
1229	0.6720349741
1230	0.6720292011
1231	0.6720216275
1232	0.6720146893
1233	0.6720102405
1234	0.6720028786
1235	0.6719949872
1236	0.6719876783
1237	0.6719833354
1238	0.6719766621
1239	0.6719688765
1240	0.6719616736
1241	0.6719554769
1242	0.6719483799
1243	0.6719387937
1244	0.671934027
1245	0.6719253941
1246	0.6719191445
1247	0.6719096641
1248	0.6719005016
1249	0.6718926101
1250	0.6718873668
1251	0.6718804287
1252	0.6718716369
1253	0.6718622095
1254	0.6718541591
1255	0.6718449436
1256	0.6718362048
1257	0.6718284722
1258	0.671821587
1259	0.6718167145
1260	0.671807446
1261	0.6717991838
1262	0.6717915042
1263	0.6717816531
1264	0.6717778398
1265	0.6717685713
1266	0.6717600972
1267	0.671750458
1268	0.671743308
1269	0.671734781
1270	0.6717271014
1271	0.6717202692
1272	0.6717165089
1273	0.6717095178
1274	0.6717052278
1275	0.6716986075
1276	0.6716916164
1277	0.6716826127
1278	0.6716785346
1279	0.6716701135
1280	0.6716629635
1281	0.6716552309
1282	0.6716464391
1283	0.671639554
1284	0.6716308151
1285	0.6716232414
1286	0.6716155089
1287	0.6716069289
1288	0.6715987197
1289	0.6715914108
1290	0.6715850023
1291	0.6715777464
1292	0.6715705435
1293	0.671561222
1294	0.671552642
1295	0.6715490935
1296	0.6715386069
1297	0.6715316688
1298	0.6715247836
1299	0.6715169451
1300	0.6715090007
1301	0.671502857
1302	0.6714947008
1303	0.6714870212
1304	0.6714793415
1305	0.671470126
1306	0.6714626053
1307	0.671455932
1308	0.6714476168
1309	0.6714394076
1310	0.6714318339
1311	0.6714247369
1312	0.6714188581
1313	0.671410384
1314	0.6714021218
1315	0.6713952367
1316	0.6713884574
1317	0.6713786063
1318	0.6713690201
1319	0.671359116
1320	0.671352072
1321	0.671344975
1322	0.6713372424
1323	0.6713300395
1324	0.6713214065
1325	0.671313621
1326	0.6713070536
1327	0.6713001155
1328	0.6712905822
1329	0.6712827967
1330	0.6712762823
1331	0.6712677552
1332	0.6712618764
1333	0.6712549382
1334	0.6712468349
1335	0.6712395261
1336	0.6712292513
1337	0.6712207773
1338	0.6712114558
1339	0.671205524
1340	0.6711972618
1341	0.6711894233
1342	0.6711831207
1343	0.6711771359
1344	0.6711675497
1345	0.6711607704
1346	0.6711549445
1347	0.671147212
1348	0.6711420746
1349	0.6711350835
1350	0.6711276687
1351	0.6711222665
1352	0.6711153284
1353	0.671107331
1354	0.6710979566
1355	0.671090224
1356	0.6710805318
1357	0.6710729581
1358	0.67106173
1359	0.6710524086
1360	0.671044676
1361	0.6710376849
1362	0.6710293168
1363	0.6710217431
1364	0.6710127395
1365	0.6710054306
1366	0.6709983336
1367	0.6709936729
1368	0.670986417
1369	0.6709774662
1370	0.6709683566
1371	0.6709612067
1372	0.6709544804
1373	0.6709461652
1374	0.6709371086
1375	0.6709314416
1376	0.6709267279
1377	0.6709185187
1378	0.6709120042
1379	0.6709057017
1380	0.6708969628
1381	0.6708889125
1382	0.6708855229
1383	0.6708794321
1384	0.6708710111
1385	0.6708642848
1386	0.6708557578
1387	0.6708477074
1388	0.6708398689
1389	0.6708328249
1390	0.6708242979
1391	0.6708164064
1392	0.6708106864
1393	0.6708037483
1394	0.6707944269
1395	0.6707848406
1396	0.6707746718
1397	0.6707683162
1398	0.6707608485
1399	0.6707533807
1400	0.670745807
1401	0.6707408815
1402	0.67073442
1403	0.6707237216
1404	0.6707162008
1405	0.6707086272
1406	0.6707012124
1407	0.6706930561
1408	0.6706857472
1409	0.6706782795
1410	0.6706679518
1411	0.6706591599
1412	0.6706507389
1413	0.6706424237
1414	0.6706374982
1415	0.6706309308
1416	0.6706248401
1417	0.6706155716
1418	0.6706083686
1419	0.6706013246
1420	0.6705921091
1421	0.6705863891
1422	0.6705791332
1423	0.6705702354
1424	0.6705621851
1425	0.670553711
1426	0.6705456077
1427	0.6705394111
1428	0.670532367
1429	0.6705260115
1430	0.6705215097
1431	0.6705138301
1432	0.6705062034
1433	0.6704964583
1434	0.6704895201
1435	0.6704822642
1436	0.6704749024
1437	0.6704675406
1438	0.6704597551
1439	0.6704521814
1440	0.6704433896
1441	0.670437087
1442	0.6704284541
1443	0.6704213571
1444	0.6704152663
1445	0.6704069512
1446	0.6704005427
1447	0.6703918568
1448	0.6703838594
1449	0.6703761268
1450	0.6703675998
1451	0.6703607147
1452	0.6703550476
1453	0.670348904
1454	0.6703409066
1455	0.6703341274
1456	0.6703293607
1457	0.6703206218
1458	0.6703148489
1459	0.6703078048
1460	0.6702980067
1461	0.6702912275
1462	0.6702836009
1463	0.6702745972
1464	0.6702681887
1465	0.6702591321
1466	0.6702514525
1467	0.6702441436
1468	0.6702357755
1469	0.6702275133
1470	0.6702200455
1471	0.670210883
1472	0.67020368
1473	0.6701970067
1474	0.6701878442
1475	0.6701814886
1476	0.6701741798
1477	0.6701665531
1478	0.6701617865
1479	0.6701528887
1480	0.6701437262
1481	0.670136894
1482	0.6701308032
1483	0.6701238122
1484	0.6701151792
1485	0.670106917
1486	0.6700989726
1487	0.67009124
1488	0.6700824482
1489	0.6700755101
1490	0.6700675127
1491	0.6700578735
1492	0.6700504587
1493	0.6700412432
1494	0.6700332458
1495	0.6700248777
1496	0.6700182573
1497	0.6700099422
1498	0.6700046459
1499	0.6699970722
1500	0.6699870623
1501	0.6699789589
1502	0.6699711205
1503	0.6699607398
1504	0.6699533779
1505	0.669946122
1506	0.6699416202
1507	0.669934735
1508	0.669929121
1509	0.6699212825
1510	0.6699147681
1511	0.6699087833
1512	0.6699014214
