iter	Passed	Remaining
1661	111817	157298
1662	111883	157228
1663	111948	157158
1664	112014	157089
1665	112081	157022
1666	112146	156951
1667	112212	156881
1668	112277	156811
1669	112344	156744
1670	112412	156677
1671	112477	156606
1672	112542	156537
1673	112610	156470
1674	112675	156400
1675	112744	156335
1676	112811	156267
1677	112874	156195
1678	112942	156128
1679	113006	156056
1680	113071	155985
1681	113138	155918
1682	113202	155847
1683	113266	155775
1684	113330	155703
1685	113396	155634
1686	113461	155563
1687	113528	155495
1688	113594	155427
1689	113660	155357
1690	113726	155289
1691	113792	155220
1692	113859	155152
1693	113927	155086
1694	113992	155015
1695	114061	154950
1696	114127	154883
1697	114190	154809
1698	114255	154739
1699	114331	154683
1700	114397	154614
1701	114461	154542
1702	114525	154471
1703	114591	154403
1704	114657	154333
1705	114722	154263
1706	114790	154196
1707	114856	154128
1708	114920	154057
1709	114986	153988
1710	115051	153917
1711	115114	153844
1712	115181	153776
1713	115244	153703
1714	115310	153635
1715	115377	153567
1716	115443	153499
1717	115513	153435
1718	115580	153367
1719	115645	153297
1720	115712	153230
1721	115777	153160
1722	115843	153090
1723	115908	153021
1724	115972	152948
1725	116037	152878
1726	116101	152808
1727	116166	152736
1728	116233	152669
1729	116300	152601
1730	116363	152530
1731	116429	152460
1732	116493	152389
1733	116559	152320
1734	116627	152253
1735	116696	152189
1736	116761	152119
1737	116827	152049
1738	116890	151978
1739	116956	151908
1740	117022	151840
1741	117093	151777
1742	117165	151716
1743	117231	151647
1744	117299	151581
1745	117363	151510
1746	117427	151439
1747	117496	151374
1748	117563	151306
1749	117627	151235
1750	117694	151168
1751	117758	151096
1752	117825	151028
1753	117889	150958
1754	117955	150889
1755	118020	150818
1756	118083	150746
1757	118151	150679
1758	118221	150616
1759	118285	150545
1760	118352	150477
1761	118417	150407
1762	118481	150336
1763	118548	150268
1764	118612	150197
1765	118679	150129
1766	118743	150059
1767	118811	149992
1768	118875	149920
1769	118938	149849
1770	119005	149781
1771	119070	149712
1772	119135	149641
1773	119203	149574
1774	119268	149505
1775	119333	149435
1776	119398	149365
1777	119464	149296
1778	119527	149224
1779	119591	149152
1780	119656	149083
1781	119720	149012
1782	119785	148941
1783	119848	148870
1784	119914	148801
1785	119976	148728
1786	120042	148658
1787	120108	148590
1788	120174	148522
1789	120237	148450
1790	120306	148384
1791	120373	148317
1792	120437	148246
1793	120503	148177
1794	120567	148106
1795	120634	148038
1796	120700	147970
1797	120765	147901
1798	120833	147834
1799	120896	147762
1800	120962	147693
1801	121027	147624
1802	121094	147556
1803	121160	147488
1804	121226	147419
1805	121291	147350
1806	121356	147279
1807	121421	147210
1808	121487	147141
1809	121554	147073
1810	121622	147007
1811	121688	146939
1812	121755	146871
1813	121821	146803
1814	121887	146735
1815	121952	146665
1816	122017	146595
1817	122086	146530
1818	122150	146459
1819	122219	146394
1820	122285	146325
1821	122350	146256
1822	122415	146186
1823	122480	146116
1824	122545	146047
1825	122614	145981
1826	122677	145910
1827	122743	145841
1828	122811	145775
1829	122876	145705
1830	122942	145636
1831	123008	145568
1832	123075	145501
1833	123139	145431
1834	123207	145364
1835	123272	145295
1836	123336	145224
1837	123403	145156
1838	123467	145085
1839	123533	145017
1840	123598	144947
1841	123665	144880
1842	123731	144812
1843	123796	144742
1844	123861	144672
1845	123926	144603
1846	123990	144532
1847	124057	144465
1848	124123	144396
1849	124188	144326
1850	124255	144260
1851	124321	144191
1852	124388	144124
1853	124457	144058
1854	124521	143988
1855	124585	143918
1856	124651	143848
1857	124717	143781
1858	124783	143712
1859	124848	143642
1860	124915	143575
1861	124980	143505
1862	125045	143435
1863	125110	143367
1864	125178	143301
1865	125244	143232
1866	125310	143163
1867	125376	143095
1868	125442	143027
1869	125506	142956
1870	125572	142888
1871	125637	142818
1872	125706	142753
1873	125771	142684
1874	125836	142614
1875	125899	142542
1876	125963	142472
1877	126030	142405
1878	126097	142337
1879	126162	142268
1880	126227	142199
1881	126294	142131
1882	126362	142065
1883	126428	141997
1884	126494	141928
1885	126559	141859
1886	126622	141788
1887	126688	141719
1888	126753	141650
1889	126818	141580
1890	126886	141513
1891	126951	141445
1892	127018	141378
1893	127080	141304
1894	127144	141234
1895	127213	141169
1896	127279	141100
1897	127342	141029
1898	127408	140961
1899	127476	140895
1900	127541	140825
1901	127605	140755
1902	127671	140687
1903	127738	140619
1904	127805	140552
1905	127875	140488
1906	127939	140418
1907	128005	140349
1908	128074	140284
1909	128140	140216
1910	128205	140146
1911	128269	140076
1912	128333	140006
1913	128397	139935
1914	128462	139866
1915	128527	139797
1916	128596	139731
1917	128663	139664
1918	128733	139601
1919	128797	139530
1920	128863	139462
1921	128929	139394
1922	128996	139326
1923	129061	139257
1924	129124	139186
1925	129189	139116
1926	129255	139048
1927	129321	138980
1928	129386	138911
1929	129451	138841
1930	129515	138771
1931	129580	138702
1932	129645	138632
1933	129710	138563
1934	129779	138498
1935	129845	138429
1936	129911	138361
1937	129976	138292
1938	130045	138227
1939	130112	138160
1940	130181	138095
1941	130247	138026
1942	130314	137960
1943	130379	137891
1944	130447	137825
1945	130510	137753
1946	130577	137686
1947	130642	137617
1948	130708	137549
1949	130774	137481
1950	130841	137413
1951	130908	137346
1952	130978	137282
1953	131043	137213
1954	131108	137144
1955	131174	137076
1956	131244	137011
1957	131309	136942
1958	131376	136875
1959	131443	136808
1960	131510	136741
1961	131575	136672
1962	131643	136606
1963	131710	136539
1964	131776	136470
1965	131843	136403
1966	131908	136334
1967	131972	136264
1968	132039	136197
1969	132106	136130
1970	132171	136060
1971	132236	135991
1972	132300	135922
1973	132365	135852
1974	132433	135786
1975	132499	135717
1976	132565	135649
1977	132631	135581
1978	132695	135511
1979	132760	135442
1980	132827	135375
1981	132892	135306
1982	132958	135238
1983	133021	135167
1984	133086	135097
1985	133150	135028
1986	133215	134958
1987	133282	134891
1988	133346	134821
1989	133412	134753
1990	133477	134684
1991	133544	134616
1992	133610	134549
1993	133675	134479
1994	133740	134410
1995	133806	134343
1996	133872	134274
1997	133939	134207
1998	134004	134138
1999	134069	134069
2000	134134	134000
2001	134200	133931
2002	134267	133865
2003	134336	133799
2004	134403	133732
2005	134467	133663
2006	134535	133597
2007	134602	133529
2008	134665	133458
2009	134731	133390
2010	134796	133322
2011	134863	133254
2012	134930	133187
2013	134996	133119
2014	135062	133051
2015	135129	132984
2016	135194	132915
2017	135260	132847
2018	135321	132774
2019	135386	132705
2020	135453	132638
2021	135517	132568
2022	135585	132502
2023	135649	132432
2024	135715	132364
2025	135779	132294
2026	135846	132227
2027	135912	132159
2028	135977	132090
2029	136044	132023
2030	136110	131954
2031	136178	131889
2032	136245	131822
2033	136311	131754
2034	136374	131683
2035	136442	131617
2036	136506	131547
2037	136571	131478
2038	136637	131410
2039	136705	131344
2040	136771	131276
2041	136840	131211
2042	136906	131143
2043	136975	131078
2044	137040	131009
2045	137105	130940
2046	137172	130872
2047	137237	130804
2048	137306	130739
2049	137373	130671
2050	137437	130602
2051	137503	130534
2052	137572	130469
2053	137639	130402
2054	137704	130333
2055	137770	130265
2056	137835	130196
2057	137900	130127
2058	137966	130059
2059	138030	129989
2060	138096	129921
2061	138159	129851
2062	138224	129782
2063	138291	129715
2064	138357	129646
2065	138423	129579
2066	138489	129511
2067	138555	129443
2068	138620	129374
2069	138686	129307
2070	138751	129237
2071	138817	129169
2072	138882	129101
2073	138947	129032
2074	139014	128964
2075	139077	128894
2076	139142	128825
2077	139207	128756
2078	139273	128689
2079	139339	128620
2080	139404	128552
2081	139467	128482
2082	139534	128414
2083	139600	128346
2084	139667	128279
2085	139737	128215
2086	139802	128146
2087	139869	128079
2088	139935	128011
2089	140002	127944
2090	140067	127875
2091	140133	127808
2092	140198	127739
2093	140268	127675
2094	140334	127607
2095	140401	127539
2096	140466	127471
2097	140532	127403
2098	140600	127337
2099	140665	127268
2100	140731	127200
2101	140797	127132
2102	140862	127064
2103	140928	126996
2104	140994	126928
2105	141058	126858
2106	141124	126791
2107	141189	126722
2108	141254	126653
2109	141320	126585
2110	141385	126517
2111	141455	126452
2112	141522	126385
2113	141584	126313
2114	141648	126244
2115	141716	126178
2116	141781	126109
2117	141849	126043
2118	141913	125974
2119	141977	125904
2120	142042	125836
2121	142107	125767
2122	142176	125702
2123	142241	125633
2124	142306	125564
2125	142373	125497
2126	142439	125429
2127	142509	125365
2128	142575	125297
2129	142640	125229
2130	142709	125163
2131	142777	125097
2132	142846	125032
2133	142911	124964
2134	142979	124897
2135	143044	124828
2136	143111	124762
2137	143176	124693
2138	143241	124624
2139	143308	124557
2140	143374	124489
2141	143443	124424
2142	143511	124358
2143	143579	124292
2144	143650	124229
2145	143717	124162
2146	143787	124098
2147	143853	124029
2148	143917	123960
2149	143984	123893
2150	144050	123825
2151	144116	123757
2152	144183	123690
2153	144254	123627
2154	144321	123560
2155	144388	123493
2156	144453	123424
2157	144520	123357
2158	144585	123289
2159	144648	123219
2160	144717	123153
2161	144781	123084
2162	144850	123019
2163	144916	122951
2164	144982	122883
2165	145046	122814
2166	145113	122746
2167	145177	122677
2168	145243	122609
2169	145311	122543
2170	145387	122484
2171	145451	122415
2172	145515	122345
2173	145582	122278
2174	145647	122209
2175	145712	122141
2176	145778	122073
2177	145845	122007
2178	145911	121938
2179	145976	121869
2180	146043	121803
2181	146107	121733
2182	146173	121666
2183	146237	121596
2184	146304	121529
2185	146368	121460
2186	146435	121393
2187	146504	121328
2188	146570	121260
2189	146634	121191
2190	146698	121121
2191	146765	121054
2192	146832	120988
2193	146897	120918
2194	146963	120851
2195	147029	120783
2196	147093	120714
2197	147159	120646
2198	147227	120580
2199	147292	120511
2200	147357	120443
2201	147422	120374
2202	147487	120306
2203	147551	120237
2204	147616	120168
2205	147681	120099
2206	147744	120030
2207	147813	119964
2208	147876	119894
2209	147941	119825
2210	148005	119756
2211	148069	119687
2212	148138	119621
2213	148202	119552
2214	148269	119486
2215	148336	119418
2216	148401	119350
2217	148469	119284
2218	148537	119218
2219	148602	119150
2220	148669	119083
2221	148736	119015
2222	148800	118946
2223	148865	118877
2224	148933	118812
2225	148997	118742
2226	149061	118673
2227	149126	118605
2228	149194	118538
2229	149260	118471
2230	149326	118403
2231	149390	118334
2232	149460	118269
2233	149529	118204
2234	149595	118137
2235	149662	118069
2236	149728	118002
2237	149793	117934
2238	149859	117866
2239	149923	117797
2240	149987	117728
2241	150055	117661
2242	150120	117593
2243	150184	117524
2244	150250	117456
2245	150328	117397
2246	150394	117330
2247	150462	117264
2248	150528	117196
2249	150593	117128
2250	150657	117058
2251	150722	116991
2252	150791	116925
2253	150858	116858
2254	150926	116792
2255	150991	116724
2256	151056	116655
2257	151122	116588
2258	151187	116519
2259	151253	116451
2260	151317	116382
2261	151383	116314
2262	151447	116246
2263	151514	116179
2264	151581	116112
2265	151656	116051
2266	151723	115984
2267	151788	115915
2268	151854	115848
2269	151921	115781
2270	151986	115713
2271	152051	115644
2272	152116	115576
2273	152183	115509
2274	152257	115448
2275	152322	115379
2276	152387	115310
2277	152452	115242
2278	152516	115173
2279	152582	115105
2280	152654	115042
2281	152719	114974
2282	152784	114906
2283	152849	114837
2284	152913	114768
2285	152982	114703
2286	153051	114637
2287	153117	114570
2288	153184	114503
2289	153253	114438
2290	153319	114370
2291	153386	114303
2292	153450	114234
2293	153518	114168
2294	153582	114099
2295	153646	114030
2296	153710	113961
2297	153774	113892
2298	153839	113823
2299	153905	113756
2300	153970	113687
2301	154035	113619
2302	154100	113551
2303	154166	113483
2304	154231	113415
2305	154294	113345
2306	154360	113278
2307	154426	113210
2308	154496	113145
2309	154562	113078
2310	154626	113009
2311	154691	112941
2312	154755	112871
2313	154821	112804
2314	154886	112735
2315	154954	112669
2316	155019	112601
2317	155083	112532
2318	155149	112465
2319	155216	112398
2320	155285	112332
2321	155350	112264
2322	155413	112194
2323	155478	112126
2324	155544	112058
2325	155609	111990
2326	155675	111922
2327	155742	111856
2328	155807	111788
2329	155875	111721
2330	155940	111653
2331	156004	111585
2332	156071	111518
2333	156139	111451
2334	156204	111383
2335	156271	111316
2336	156339	111250
2337	156404	111182
2338	156469	111114
2339	156538	111048
2340	156602	110979
2341	156668	110912
2342	156734	110844
2343	156800	110777
2344	156872	110713
2345	156939	110647
2346	157003	110578
2347	157067	110509
2348	157134	110442
2349	157201	110375
2350	157266	110307
2351	157331	110238
2352	157395	110170
2353	157460	110101
2354	157524	110033
2355	157591	109966
2356	157654	109896
2357	157720	109829
2358	157785	109761
2359	157850	109692
2360	157919	109627
2361	157984	109558
2362	158050	109491
2363	158118	109425
2364	158186	109359
2365	158251	109290
2366	158316	109223
2367	158382	109155
2368	158448	109088
2369	158514	109020
2370	158582	108954
2371	158648	108886
2372	158713	108818
2373	158780	108752
2374	158845	108683
2375	158914	108618
2376	158980	108550
2377	159045	108482
2378	159111	108414
2379	159179	108348
2380	159246	108282
2381	159310	108213
2382	159378	108147
2383	159444	108079
2384	159508	108011
2385	159575	107944
2386	159642	107877
2387	159708	107809
2388	159771	107740
2389	159835	107671
2390	159899	107603
2391	159965	107535
2392	160029	107466
2393	160096	107399
2394	160165	107334
2395	160231	107266
2396	160295	107197
2397	160359	107129
2398	160424	107061
2399	160493	106995
2400	160561	106929
2401	160626	106861
2402	160693	106794
2403	160755	106724
2404	160820	106656
2405	160887	106589
2406	160952	106521
2407	161017	106453
2408	161084	106386
2409	161153	106321
2410	161220	106254
2411	161284	106185
2412	161351	106119
2413	161417	106051
2414	161482	105983
2415	161548	105915
2416	161612	105847
2417	161674	105777
2418	161737	105707
2419	161803	105640
2420	161869	105572
2421	161935	105505
2422	162001	105438
2423	162068	105370
2424	162133	105303
2425	162200	105236
2426	162268	105170
2427	162334	105102
2428	162399	105034
2429	162465	104967
2430	162528	104898
2431	162594	104830
2432	162664	104765
2433	162732	104700
2434	162801	104633
2435	162867	104566
2436	162929	104496
2437	162998	104431
2438	163066	104365
2439	163129	104296
2440	163195	104228
2441	163262	104161
2442	163328	104094
2443	163395	104027
2444	163459	103959
2445	163524	103890
2446	163588	103822
2447	163654	103754
2448	163718	103686
2449	163782	103617
2450	163850	103551
2451	163917	103484
2452	163992	103422
2453	164063	103358
2454	164136	103295
2455	164208	103232
2456	164279	103167
2457	164349	103102
2458	164420	103038
2459	164494	102976
2460	164567	102913
2461	164641	102850
2462	164713	102787
2463	164788	102725
2464	164860	102661
2465	164933	102598
2466	165004	102534
2467	165077	102470
2468	165150	102407
2469	165222	102344
2470	165294	102280
2471	165368	102218
2472	165438	102152
2473	165507	102087
2474	165576	102021
2475	165653	101961
2476	165727	101898
2477	165801	101836
2478	165876	101774
2479	165947	101709
2480	166020	101646
2481	166091	101582
2482	166162	101517
2483	166235	101454
2484	166305	101389
2485	166378	101326
2486	166448	101261
2487	166518	101196
2488	166590	101132
2489	166659	101066
2490	166727	101000
2491	166800	100937
2492	166870	100872
2493	166939	100806
2494	167012	100743
2495	167084	100678
2496	167160	100617
2497	167234	100554
2498	167306	100490
2499	167376	100425
2500	167447	100361
2501	167518	100296
2502	167586	100230
2503	167657	100165
2504	167730	100102
2505	167800	100037
2506	167875	99975
2507	167947	99911
2508	168019	99847
2509	168088	99781
2510	168159	99716
2511	168234	99654
2512	168306	99590
2513	168377	99526
2514	168448	99461
2515	168524	99400
2516	168593	99334
2517	168665	99270
2518	168736	99205
2519	168810	99142
2520	168881	99078
2521	168952	99013
2522	169022	98948
2523	169096	98885
2524	169171	98823
2525	169241	98757
2526	169313	98693
2527	169382	98628
2528	169457	98565
2529	169538	98506
2530	169609	98441
2531	169677	98375
2532	169749	98311
2533	169819	98245
2534	169890	98181
2535	169961	98116
2536	170033	98052
2537	170104	97987
2538	170173	97921
2539	170239	97854
2540	170310	97789
2541	170378	97722
2542	170444	97655
2543	170512	97588
2544	170576	97520
2545	170641	97451
2546	170707	97384
2547	170777	97319
2548	170854	97257
2549	170926	97193
2550	170998	97129
2551	171067	97063
2552	171136	96997
2553	171209	96934
2554	171282	96869
2555	171353	96805
2556	171423	96739
2557	171492	96673
2558	171560	96607
2559	171627	96540
2560	171694	96473
2561	171765	96408
2562	171835	96343
2563	171907	96278
2564	171976	96212
2565	172049	96149
2566	172120	96084
2567	172188	96018
2568	172261	95954
2569	172331	95888
2570	172397	95821
2571	172463	95753
2572	172531	95686
2573	172602	95621
2574	172673	95556
2575	172744	95492
2576	172816	95427
2577	172887	95363
2578	172958	95298
2579	173024	95230
2580	173093	95164
2581	173166	95100
2582	173237	95035
2583	173306	94969
2584	173376	94904
2585	173451	94841
2586	173520	94775
2587	173590	94710
2588	173659	94643
2589	173729	94578
2590	173797	94512
2591	173868	94446
2592	173939	94382
2593	174008	94315
2594	174085	94254
2595	174156	94189
2596	174226	94123
2597	174299	94060
2598	174367	93993
2599	174436	93927
2600	174510	93863
2601	174580	93798
2602	174647	93731
2603	174722	93668
2604	174791	93602
2605	174860	93536
2606	174934	93472
2607	175008	93409
2608	175079	93344
2609	175147	93277
2610	175218	93212
2611	175288	93146
2612	175359	93081
2613	175427	93015
2614	175497	92950
2615	175569	92885
2616	175640	92820
2617	175711	92755
2618	175781	92689
2619	175851	92623
2620	175918	92556
2621	175985	92489
2622	176053	92423
2623	176124	92357
2624	176192	92291
2625	176265	92227
2626	176334	92161
2627	176405	92096
2628	176473	92029
2629	176540	91962
2630	176609	91896
2631	176680	91831
2632	176750	91765
2633	176828	91703
2634	176899	91638
2635	176970	91573
2636	177040	91507
2637	177107	91440
2638	177179	91375
2639	177250	91310
2640	177322	91246
2641	177391	91180
2642	177463	91115
2643	177534	91049
2644	177603	90984
2645	177673	90918
2646	177742	90851
2647	177810	90785
2648	177876	90717
2649	177949	90653
2650	178022	90589
2651	178094	90524
2652	178167	90460
2653	178236	90394
2654	178309	90329
2655	178379	90264
2656	178451	90199
2657	178521	90134
2658	178586	90065
2659	178652	89998
2660	178723	89932
2661	178794	89867
2662	178866	89802
2663	178934	89735
2664	179004	89670
2665	179069	89601
2666	179136	89534
2667	179208	89470
2668	179282	89405
2669	179355	89341
2670	179425	89275
2671	179496	89210
2672	179573	89148
2673	179642	89082
2674	179708	89014
2675	179773	88946
2676	179842	88879
2677	179914	88815
2678	179987	88750
2679	180057	88685
2680	180124	88617
2681	180196	88552
2682	180267	88487
2683	180338	88422
2684	180409	88356
2685	180486	88294
2686	180557	88229
2687	180630	88164
2688	180704	88100
2689	180776	88036
2690	180851	87972
2691	180924	87908
2692	180997	87843
2693	181068	87778
2694	181139	87712
2695	181210	87647
2696	181281	87582
2697	181356	87518
2698	181428	87454
2699	181500	87389
2700	181574	87325
2701	181645	87259
2702	181714	87193
2703	181782	87126
2704	181854	87061
2705	181925	86996
2706	181997	86931
2707	182067	86865
2708	182141	86801
2709	182211	86735
2710	182281	86669
2711	182356	86605
2712	182429	86541
2713	182501	86476
2714	182574	86411
2715	182647	86347
2716	182718	86281
2717	182788	86216
2718	182858	86149
2719	182932	86085
2720	183005	86021
2721	183079	85957
2722	183151	85892
2723	183227	85829
2724	183300	85764
2725	183370	85698
2726	183444	85634
2727	183515	85568
2728	183587	85503
2729	183659	85438
2730	183730	85373
2731	183802	85308
2732	183867	85239
2733	183933	85172
2734	184003	85105
2735	184073	85039
2736	184145	84974
2737	184216	84909
2738	184287	84843
2739	184360	84778
2740	184431	84713
2741	184505	84649
2742	184578	84584
2743	184649	84518
2744	184721	84453
2745	184793	84388
2746	184865	84323
2747	184941	84259
2748	185011	84194
2749	185086	84130
2750	185157	84064
2751	185228	83998
2752	185301	83934
2753	185373	83869
2754	185444	83803
2755	185514	83737
2756	185584	83671
2757	185656	83606
2758	185726	83539
2759	185798	83474
2760	185871	83410
2761	185942	83344
2762	186012	83277
2763	186079	83210
2764	186152	83146
2765	186219	83078
2766	186289	83012
2767	186358	82945
2768	186430	82880
2769	186500	82814
2770	186571	82748
2771	186644	82683
2772	186711	82616
2773	186784	82551
2774	186854	82485
2775	186925	82419
2776	186996	82353
2777	187066	82287
2778	187136	82221
2779	187207	82155
2780	187279	82090
2781	187350	82024
2782	187420	81958
2783	187490	81892
2784	187561	81826
2785	187631	81760
2786	187702	81694
2787	187774	81629
2788	187845	81563
2789	187918	81498
2790	187989	81432
2791	188059	81366
2792	188129	81300
2793	188204	81236
2794	188274	81170
2795	188342	81102
2796	188414	81037
2797	188485	80971
2798	188557	80906
2799	188632	80842
2800	188704	80777
2801	188773	80710
2802	188843	80644
2803	188914	80578
2804	188982	80511
2805	189055	80446
2806	189126	80380
2807	189194	80313
2808	189262	80246
2809	189332	80180
2810	189402	80113
2811	189474	80048
2812	189543	79981
2813	189613	79915
2814	189684	79849
2815	189753	79782
2816	189825	79717
2817	189893	79650
2818	189963	79583
2819	190031	79516
2820	190102	79450
2821	190171	79384
2822	190240	79317
2823	190311	79251
2824	190386	79187
2825	190457	79121
2826	190529	79055
2827	190601	78990
